"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-10","12.75",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","75","H,,S","83",",,W","66",",,W","  180",",,W","  180",",,W","28.0",",,W","34.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-11","9.84",",,W",,,"0.16",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","78","H,,S","88",",,W","73",",,W","  230",",,W","  240",",,W","23.9",",,W","35.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-12","13.20",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","81","H,,S","91",",,W","75",",,W","  240",",,W","  240",",,W","25.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-13","10.96",",,W",,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","84","H,,S","93",",,W","70",",,W","  340",",,W","  320",",,W","25.1",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-14","9.17",",,W",,,"0.21",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","70","H,,S","70",",,W","65",",,W","  100",",,W","   90",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-15","5.82",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","73","H,,S","84",",,W","68",",,W","  170",",,W","  170",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-16","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","77","H,,S","83",",,W","68",",,W","  190",",,W","  170",",,W","16.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-17","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","77","H,,S","84",",,W","71",",,W","  170",",,W","  160",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-18","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","78","H,,S","85",",,W","72",",,W","  190",",,W","  170",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-19","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","80","H,,S","91",",,W","75",",,W","  180",",,W","  180",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-20","9.40",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","84","H,,S","94",",,W","77",",,W","  190",",,W","  180",",,W","21.0",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-21","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","86","H,,S","95",",,W","79",",,W","  230",",,W","  220",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-22","7.61",",,W",,,"0.62",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","84","H,,S","88",",,W","73",",,W","  330",",,W","  330",",,W","15.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-23","7.83",",,W",,,"0.37",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","76","H,,S","81",",,W","71",",,W","  110",",,W","  110",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-24","11.41",",,W",,,"0.78",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","71","H,,S","74",",,W","64",",,W","   30",",,W","   20",",,W","25.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-25","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","67","H,,S","72",",,W","63",",,W","   40",",,W","   40",",,W","13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-26","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","70","H,,S","76",",,W","63",",,W","  190",",,W","  170",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-27","9.84",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","71","H,,S","78",",,W","65",",,W","  190",",,W","  200",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-28","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","76","H,,S","83",",,W","70",",,W","  140",",,W","  140",",,W","13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-29","17.00",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","73","H,,S","76",",,W","66",",,W","   40",",,W","   40",",,W","30.0",",,W","38.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-30","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","72","H,,S","83",",,W","62",",,W","  210",",,W","   40",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-07-31","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","75","H,,S","86",",,W","66",",,W","  180",",,W","  210",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-01","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","78","H,,S","88",",,W","69",",,W","  170",",,W","  170",",,W","16.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-02","7.38",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","77","H,,S","85",",,W","71",",,W","  320",",,W","  320",",,W","30.0",",,W","36.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-03","7.61",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","75","H,,S","83",",,W","68",",,W","  180",",,W","  180",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-04","11.63",",,W",,,"0.06",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","77","H,,S","83",",,W","73",",,W","  160",",,W","  160",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-05","12.75",",,W",,,"0.27",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","76","H,,S","82",",,W","71",",,W","  270",",,W","  260",",,W","23.0",",,W","30.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-06","12.30",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","73","H,,S","80",",,W","66",",,W","  310",",,W","  310",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-07","7.16",",,W",,,"0.39",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","70","H,,S","72",",,W","66",",,W","  140",",,W","  130",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-08","8.50",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","71","H,,S","82",",,W","66",",,W","  360",",,W","  350",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-09","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","74","H,,S","83",",,W","65",",,W","  170",",,W","  180",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-10","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","74","H,,S","82",",,W","67",",,W","  170",",,W","  170",",,W","16.1",",,W","18.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-11","10.07",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","74","H,,S","81",",,W","67",",,W","  180",",,W","  170",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-12","7.61",",,W",,,"0.21",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","71","H,,S","78",",,W","65",",,W","  180",",,W","  180",",,W","17.0",",,W","19.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-13","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","78","H,,S","87",",,W","71",",,W","  300",",,W","  330",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-14","7.38",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","76","H,,S","81",",,W","68",",,W","  180",",,W","  180",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-15","5.82",",,W",,,"0.44",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","73","H,,S","76",",,W","68",",,W","  250",",,W","  250",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-16","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","77","H,,S","88",",,W","70",",,W","  340",",,W","  340",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-17","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","75","H,,S","80",",,W","69",",,W","  140",",,W","  130",",,W","15.0",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-18","13.42",",,W",,,"0.27",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","76","H,,S","81",",,W","73",",,W","  190",",,W","  190",",,W","23.0",",,W","30.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-19","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","78","H,,S","87",",,W","73",",,W","  240",",,W","  230",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-20","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","78","H,,S","85",",,W","71",",,W","  320",",,W","  310",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-21","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","78","H,,S","87",",,W","70",",,W","  180",",,W","  180",",,W","23.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-22","14.54",",,W",,,"0.17",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","78","H,,S","86",",,W","74",",,W","  180",",,W","  190",",,W","31.1",",,W","36.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-23","10.29",",,W",,,"0.06",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","78","H,,S","84",",,W","69",",,W","  280",",,W","  310",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-24","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","74","H,,S","84",",,W","65",",,W","  270",",,W","  270",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-25","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","71","H,,S","80",",,W","64",",,W","  360",",,W","  360",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-26","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","71","H,,S","80",",,W","62",",,W","  180",",,W","  190",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-27","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","69","H,,S","80",",,W","60",",,W","  110",",,W","  110",",,W","14.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-28","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","68","H,,S","78",",,W","60",",,W","  100",",,W","  120",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-29","11.86",",,W",,,"0.57",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","65","H,,S","69",",,W","62",",,W","   50",",,W","   60",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-30","12.75",",,W",,,"0.05",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","67","H,,S","80",",,W","60",",,W","  350",",,W","  360",",,W","21.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-08-31","13.42",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","74","H,,S","86",",,W","65",",,W","  330",",,W","  290",",,W","21.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-01","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","66","H,,S","74",",,W","56",",,W","  300",",,W","  330",",,W","17.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-02","9.84",",,W",,,"0.54",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","63","H,,S","68",",,W","54",",,W","   90",",,W","  100",",,W","19.9",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-03","14.09",",,W",,,"0.46",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","63","H,,S","73",",,W","59",",,W","   90",",,W","  100",",,W","21.9",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-04","13.65",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","70","H,,S","79",",,W","63",",,W","  180",",,W","  190",",,W","23.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-05","13.65",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","74","H,,S","81",",,W","68",",,W","  180",",,W","  190",",,W","28.0",",,W","35.1",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-06","8.05",",,W",,,"0.50",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","70","H,,S","74",",,W","62",",,W","  360",",,W","  350",",,W","21.9",",,W","27.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-07","12.97",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","66","H,,S","74",",,W","61",",,W","  240",",,W","  240",",,W","23.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-08","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","67","H,,S","75",",,W","59",",,W","  270",",,W","  270",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-09","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","65","H,,S","72",",,W","56",",,W","  360",",,W","  330",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-10","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","65","H,,S","75",",,W","57",",,W","  360",",,W","  360",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-11","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","67","H,,S","80",",,W","56",",,W","   20",",,W","  360",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-12","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","69","H,,S","80",",,W","59",",,W","  190",",,W","  220",",,W","13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-13","8.28",",,W",,,"0.40",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","70","H,,S","80",",,W","61",",,W","  180",",,W","  180",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-14","8.05",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","72","H,,S","79",",,W","67",",,W","  190",",,W","  180",",,W","19.9",",,W","23.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-15","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","73","H,,S","81",",,W","66",",,W","  190",",,W","  190",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-16","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","73","H,,S","79",",,W","68",",,W","  160",",,W","  160",",,W","14.1",",,W","17.0",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-17","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","71","H,,S","78",",,W","67",",,W","  140",",,W","  150",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-18","9.62",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","71","H,,S","77",",,W","67",",,W","   40",",,W","   60",",,W","15.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-19","18.79",",,W",,,"0.26",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","72","H,,S","77",",,W","69",",,W","   40",",,W","   30",",,W","29.1",",,W","38.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-20","17.00",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","75","H,,S","81",",,W","71",",,W","   10",",,W","  360",",,W","28.0",",,W","33.1",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-21","13.65",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","76","H,,S","81",",,W","71",",,W","  350",",,W","  360",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-22","18.12",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","75","H,,S","83",",,W","67",",,W","  350",",,W","  350",",,W","25.1",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-23","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","77","H,,S","88",",,W","68",",,W","  350",",,W","  340",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-24","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","77","H,,S","92",",,W","65",",,W","  180",",,W","   50",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-25","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","74","H,,S","85",",,W","65",",,W","  150",",,W","  150",",,W","12.1",",,W","14.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-26","6.26",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","71","H,,S","78",",,W","67",",,W","  140",",,W","  160",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-27","7.38",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","75","H,,S","87",",,W","69",",,W","  110",",,W","  110",",,W","15.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-28","17.00",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","75","H,,S","80",",,W","60",",,W","  320",",,W","  330",",,W","25.9",",,W","32.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.63915","-73.7639","2.7","2017-09-29","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","62","H,,S","69",",,W","54",",,W","  270",",,W","  260",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,"    1",",,W",,
